Name;Acronym;State Acronym;Institution Type;Level_1;Level_2;Level_3
Faculdade de Tecnologia e Ciências - FTC Caucaia;FTC Caucaia;CE;universidade e instâncias ligadas à universidades;;;
Faculdade Integração;FI;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE PLANALTO DE FILOSOFIA, CIÊNCIAS E LETRAS;FACPLAN;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE SENAI-CETIQT;SENAI-CETIQT;RJ;universidade e instâncias ligadas à universidades;;;
Faculdades IDAAM;IDAAM;AM;universidade e instâncias ligadas à universidades;;;
FACULDADE MAURÍCIO DE NASSAU DE DIVINÓPOLIS;FMN DIVINÓPOLIS;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO LOGOS DE EDUCAÇÃO SUPERIOR;ILES;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE DE SISTEMAS DE INFORMAÇÃO DE PARAÍSO DO TOCANTINS;FSIP;TO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE MEDICINA DE PETRÓPOLIS;FMP;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE CATÓLICA DE FEIRA DE SANTANA;;BA;universidade e instâncias ligadas à universidades;;;
Instituto de Desenvolvimento Tecnológico da FGV;FGV/IDT;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADES COC DE BRASÍLIA;FACOCBR;DF;universidade e instâncias ligadas à universidades;;;
Faculdade Meridional de Ijuí;IMED;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE CONHECER;FC;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE SANTÍSSIMO SACRAMENTO;FSSS;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE CLEBER LEITE - EAD;FCL - EAD;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Garça Branca Pantanal;FGB;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS APLICADAS E TECNOLÓGICAS DO LITORAL SUL;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADES FAMEP;FAMEP;PI;universidade e instâncias ligadas à universidades;;;
FACULDADE DE BRUSQUE;;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE 2001;;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Menino Deus;FAMED;RS;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ASSUNTOS ACADÊMICOS E CIENTÍFICOS MONSENHOR EDISSON VIEIRA LÍCIO;FAACI;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE MARINGÁ;CESPAR;PR;universidade e instâncias ligadas à universidades;;;
Faculdade UNIRB - NATAL;F. UNIRB;RN;universidade e instâncias ligadas à universidades;;;
Faculdade Santa Maria;FASAMP;MA;universidade e instâncias ligadas à universidades;;;
EMGE - ESCOLA DE ENGENHARIA;;MG;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE VIRTUAL DO ESTADO DO MARANHÃO;UNIVIMA;MA;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO ARNALDO HORÁCIO FERREIRA;;BA;universidade e instâncias ligadas à universidades;;;
Faculdade CTA;CTA;SP;universidade e instâncias ligadas à universidades;;;
Centro Universitário SENAI Blumenau;;SC;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DE TAUBATÉ;UNITAU;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Humboldt;FH;SP;universidade e instâncias ligadas à universidades;;;
Faculdade da Serra Gaúcha de Bento Gonçalves;;RS;universidade e instâncias ligadas à universidades;;;
FUNDAÇÃO UNIVERSIDADE DO ESTADO DE SANTA CATARINA;;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE PARANAENSE;FACCAR;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia e Ciências;FTC Juazeiro;BA;universidade e instâncias ligadas à universidades;;;
Centro Universitário Unifecaf;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE CENTRO SUL DO PARANÁ;FACSPAR;PR;universidade e instâncias ligadas à universidades;;;
Escola Superior de Educação e Negócios;ESN;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE TERRA BRASILIS;;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DE AMPÉRE;FAMPERTEC;PR;universidade e instâncias ligadas à universidades;;;
FACULDADES DE DRACENA;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIRB - CIDADE DE FORTALEZA;F. UNIRB;CE;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia e Inovação Senac DF;;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE DE CIÊNCIAS MÉDICAS DA PARAÍBA;FCM-PB;PB;universidade e instâncias ligadas à universidades;;;
FACULDADE CATHEDRAL;FACES;RR;universidade e instâncias ligadas à universidades;;;
FACULDADE ESTÁCIO DE BELÉM - ESTÁCIO BELÉM;ESTÁCIO BELÉM;PA;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DE CRUZ ALTA;UNICRUZ;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Lagoa dos Patos;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE BAURU;-;SP;universidade e instâncias ligadas à universidades;;;
Istituto Europeo di Design;IED SP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE CESPU EUROPA BRASIL;FACCE;PE;universidade e instâncias ligadas à universidades;;;
Faculdade Paulista de Bem Estar e Saúde;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Ibero Americana de São Paulo;FIASP;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO CORAÇÃO DE JESUS;ISECJ;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE IBRA DE TECNOLOGIA;FACULDADE FITEC;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Direito TECH de São Paulo;FADITECH;SP;universidade e instâncias ligadas à universidades;;;
FACULDADES LONDRINA;;PR;universidade e instâncias ligadas à universidades;;;
Centro Universitário Estácio de São Paulo;ESTÁCIO SÃO PAULO;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Almenara;FUNEC Almenara;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE PARAIBANA DE PROCESSAMENTO DE DADOS;FPPD;PB;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO ESTÁCIO DE SANTA CATARINA - ESTÁCIO SANTA CATARINA;;SC;universidade e instâncias ligadas à universidades;;;
Faculdade FACUMINAS de Pós-Graduação EAD;FACUMINAS EAD;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras Unopar de Guanambi;FPG;BA;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia de Araraquara;FATEC ARQ;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE FASIPE DE PRIMAVERA;FFP;MT;universidade e instâncias ligadas à universidades;;;
Faculdade Pitágoras de Luis Eduardo Magalhães;;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DAMA;;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DOM ALBERTO;FDA;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Cesmac do Sertão;CESMAC Sertão;AL;universidade e instâncias ligadas à universidades;;;
FACULDADE REFIDIM;Refidim;SC;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO DE MINEIROS;UNIFIMES;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA DE TECNOLOGIA DE BELO HORIZONTE;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA INESUL DO PARANÁ;FIPAR;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE CENSUPEG;;SC;universidade e instâncias ligadas à universidades;;;
Universidade Universus Veritas Guarulhos;Univeritas UNG;SP;universidade e instâncias ligadas à universidades;;;
CISNE - FACULDADE DE QUIXADÁ;CFQ;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE SÃO JOSÉ DO RIO PARDO;FFCL;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DA ALTA PAULISTA;FAP;SP;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO PRESIDENTE ANTÔNIO CARLOS;UNIPAC;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Nova Lima;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE ISEIB DE BELO HORIZONTE;FIBH;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE LUTERANA SÃO MARCOS;FALSM;RS;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO UNIVEL;;PR;universidade e instâncias ligadas à universidades;;;
FACULDADE DE GOIANA;FAG;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE DO SERTÃO BAIANO;FASBE;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE FORMAÇÃO DE PROFESSORES E ESPECIALISTAS DE EDUCAÇÃO;FAFOPEE;RS;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Luminárias;FUNEES;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Poté;FUNEES Poté;MG;universidade e instâncias ligadas à universidades;;;
Centro Universitário Estácio do Ceará;Estácio Ceará;CE;universidade e instâncias ligadas à universidades;;;
FACULDADE DIOCESANA SÃO JOSÉ;FADISI;AC;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR E CENTRO EDUCACIONAL LUTERANO - BOM JESUS - IELUSC;BOM JESUS/IELUSC;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA FUTURO;Fatec Futuro;PR;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia e Ciências de Campina Grande;FTC Camp Grande;PB;universidade e instâncias ligadas à universidades;;;
FACULDADE UNIBRAS DO MATO GROSSO;FACBRAS;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE DO VALE DO RIO ARINOS;AJES;MT;universidade e instâncias ligadas à universidades;;;
Faculdade Itaquá;UNEITAQUÁ;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE GOIÁS;IFG;GO;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina de Ji-Paraná;;RO;universidade e instâncias ligadas à universidades;;;
FACULDADE DO INSTITUTO NACIONAL DE PÓS-GRADUAÇÃO DE CAMPINAS;FAC. INPG - CAMPINAS;SP;universidade e instâncias ligadas à universidades;;;
FACULDADES INTEGRADAS DE CATAGUASES;FIC;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE ESPÍRITO SANTENSE DE CIÊNCIAS JURÍDICAS;PIO XII - DIR;ES;universidade e instâncias ligadas à universidades;;;
FACULDADE GOYAZES DO DISTRITO FEDERAL;FG-DF;DF;universidade e instâncias ligadas à universidades;;;
Centro Universitário Uniftec Bento Gonçalves;;RS;universidade e instâncias ligadas à universidades;;;
Faculdade JK Brasília - Recanto das Emas II;;DF;universidade e instâncias ligadas à universidades;;;
Faculdade de Tecnologia e Ciências de Teresina;FTC TERESINA;PI;universidade e instâncias ligadas à universidades;;;
INSTITUTO SALESIANO DE FILOSOFIA;INSAF;PE;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE REGIONAL INTEGRADA DO ALTO URUGUAI E DAS MISSÕES;URI;RS;universidade e instâncias ligadas à universidades;;;
Centro Universitário Uniasselvi de Brusque;;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE SANTA LÚCIA;FCACSL;SP;universidade e instâncias ligadas à universidades;;;
Centro Universitário Estácio da Bahia;Estácio Bahia;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE DE FILOSOFIA CIÊNCIAS E LETRAS DE CONGONHAS;FAFIC;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO GRANDE DO NORTE;IFRN;RN;universidade e instâncias ligadas à universidades;;;
Centro Universitário São Lucas Ji-Paraná;UniSL;RO;universidade e instâncias ligadas à universidades;;;
FACULDADE MAURÍCIO DE NASSAU DE BLUMENAU;FMN BLUMENAU;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE JANDIRA;;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Jurídicas de Rio Verde;;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAC RIO;FATEC;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade Multivix Vila Velha;MULTIVIX VILA V;ES;universidade e instâncias ligadas à universidades;;;
Faculdade Presidente Antônio Carlos de Conselheiro Pena;;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Brasília;FBr;DF;universidade e instâncias ligadas à universidades;;;
Faculdade SENAI da Paraíba;;PB;universidade e instâncias ligadas à universidades;;;
Faculdade de Miguel Pereira;FAMIPE;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação de São Mateus;;MA;universidade e instâncias ligadas à universidades;;;
Instituto de Ensino Superior Agostiniano CASA GAIA;;MG;universidade e instâncias ligadas à universidades;;;
INSTITUTO SUPERIOR DE EDUCAÇÃO DO MUNICÍPIO DE ITAPERUNA;ISEMI;RJ;universidade e instâncias ligadas à universidades;;;
Faculdade do Vale do Jaguaribe Mossoró;FVJ Mossoró;RN;universidade e instâncias ligadas à universidades;;;
ESCOLA SUPERIOR NACIONAL DE SEGUROS DE SÃO PAULO;ESNS-SP;SP;universidade e instâncias ligadas à universidades;;;
INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE ALAGOAS;IFAL;AL;universidade e instâncias ligadas à universidades;;;
Centro Universitário UNA de Contagem;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE INTERAMERICANA DE PORTO VELHO;UNIRON;RO;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Memorial Adelaide Franco;FEMAF;MA;universidade e instâncias ligadas à universidades;;;
Faculdade de Medicina de Açailândia;;MA;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO RITTER DOS REIS;UNIRITTER;RS;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE CATÓLICA DE PERNAMBUCO;UNICAP;PE;universidade e instâncias ligadas à universidades;;;
FATECE - FACULDADE DE TECNOLOGIA, CIÊNCIAS E EDUCAÇÃO;FATECE;SP;universidade e instâncias ligadas à universidades;;;
Faculdade CNEC Capitão Lemos Cunha;;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA DE MAUÁ;FATEC MAUÁ;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA SENAI FELIX GUISARD;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE DE TECNOLOGIA TECMED;TECMED;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Damásio;Damasio;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE CESUMAR DE CAMPO GRANDE;FACCESUMAR;MS;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO MAURÍCIO DE NASSAU DE CACOAL;UNINASSAU;RO;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL FLUMINENSE;UFF;RJ;universidade e instâncias ligadas à universidades;;;
FACULDADE ESTÁCIO DE PASSOS;ESTÁCIO PASSOS;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE IBS;IBS;MG;universidade e instâncias ligadas à universidades;;;
Faculdade Invictus;FIRP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE ANHANGUERA JARAGUÁ DO SUL;;SC;universidade e instâncias ligadas à universidades;;;
Faculdade de Educação Paulistana;FAEP;SP;universidade e instâncias ligadas à universidades;;;
Faculdade de Ciências Médicas de Três Rios;FCM/TR;RJ;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ESTADUAL DE ALAGOAS - UNEAL;UNEAL;AL;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO NEWTON PAIVA;NEWTON PAIVA;MG;universidade e instâncias ligadas à universidades;;;
Faculdade de Quixeramobim;UniQ;CE;universidade e instâncias ligadas à universidades;;;
Faculdade da Associação Médica Paulista;APM;SP;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE DO VALE DO ITAJAÍ;UNIVALI;SC;universidade e instâncias ligadas à universidades;;;
FACULDADE DE GUARANTÃ DO NORTE;UNIFAMA;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE RESULTADOS;FR;MS;universidade e instâncias ligadas à universidades;;;
FACULDADE METROPOLITANA DA GRANDE RECIFE;UNESJ;PE;universidade e instâncias ligadas à universidades;;;
FACULDADE SINOP;FASIP;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE CEAFI;;GO;universidade e instâncias ligadas à universidades;;;
FACULDADE DE MATO GROSSO;FAMAT;MT;universidade e instâncias ligadas à universidades;;;
Centro Universitário das Américas;CAM;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE PITÁGORAS UNOPAR DE JOÃO PESSOA;;PB;universidade e instâncias ligadas à universidades;;;
Faculdade Promove de São Paulo;FPSP;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE SÃO SEBASTIÃO;;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE EVOLUÇÃO;FAEV;SP;universidade e instâncias ligadas à universidades;;;
FACULDADE ISEIB DE BETIM;FISBE;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE ALVORADA DE INFORMÁTICA E PROCESSAMENTO DE DADOS;FAIPD;DF;universidade e instâncias ligadas à universidades;;;
FACULDADE ESTÁCIO DE JOÃO PESSOA - ESTÁCIO DE JOÃO PESSOA;;PB;universidade e instâncias ligadas à universidades;;;
FACULDADE PADRE ANCHIETA DE CAJAMAR;;SP;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE ESTADUAL DE CIÊNCIAS DA SAÚDE DE ALAGOAS - UNCISAL;UNCISAL;AL;universidade e instâncias ligadas à universidades;;;
UNIVERSIDADE FEDERAL DE MATO GROSSO;UFMT;MT;universidade e instâncias ligadas à universidades;;;
Centro Universitário Tocantinense Presidente Antônio Carlos;UNITPAC;TO;universidade e instâncias ligadas à universidades;;;
FACULDADE Profissional;FAPRO;PR;universidade e instâncias ligadas à universidades;;;
INSTITUTO ITAPETININGANO DE ENSINO SUPERIOR;IIES;SP;universidade e instâncias ligadas à universidades;;;
Faculdade Adelina Moura - FAADEMA;FAADEMA;MA;universidade e instâncias ligadas à universidades;;;
FACULDADE DYNAMUS DE CAMPINAS;FADYC;SP;universidade e instâncias ligadas à universidades;;;
Centro de Ensino Superior de Contagem;;MG;universidade e instâncias ligadas à universidades;;;
FACULDADE DE ENSINO SUPERIOR DE FLORIANO;FAESF;PI;universidade e instâncias ligadas à universidades;;;
FACULDADE FASIPE PANTANAL;FASIPE;MT;universidade e instâncias ligadas à universidades;;;
FACULDADE HÉLIO ROCHA;FHR;BA;universidade e instâncias ligadas à universidades;;;
FACULDADE SINERGIA;SINERGIA;SC;universidade e instâncias ligadas à universidades;;;
CENTRO UNIVERSITÁRIO SÃO JOSÉ;UNISJ;RJ;universidade e instâncias ligadas à universidades;;;
